Event	ID	Name			Wwise Object Path	Notes
	127291008	PlaySplats			\Default Work Unit\Ambiance\PlaySplats	
	148397444	PlayOutOfAmmo			\Default Work Unit\GameplayCombat\Player\PlayOutOfAmmo	
	180348757	PlayDeathStart			\Default Work Unit\GameplayCombat\Player\PlayerDie\PlayDeathStart	
	182906760	PlayExplosion			\Default Work Unit\GameplayCombat\Player\PlayerDie\PlayExplosion	
	417627684	PlayMusic			\Default Work Unit\Music\PlayMusic	
	533922744	PlayPlasmaCutter			\Default Work Unit\GameplayCombat\Player\Guns\PlayPlasmaCutter	
	785535932	PlayReload			\Default Work Unit\GameplayCombat\Player\PlayReload	
	794424115	EnemyDie			\Default Work Unit\GameplayCombat\Enemies\EnemyDie	
	1053502162	PlayGoldenGun			\Default Work Unit\GameplayCombat\Player\Guns\PlayGoldenGun	
	1123853166	PlayMenuOpen			\Default Work Unit\Menu\PlayMenuOpen	
	1243877330	PlayOrbGet			\Default Work Unit\Menu\PlayOrbGet	
	1261806239	PlayNailgun			\Default Work Unit\GameplayCombat\Player\Guns\PlayNailgun	
	1290774814	PlayDeathBoom			\Default Work Unit\GameplayCombat\Player\PlayerDie\PlayDeathBoom	
	1489638472	PlayShoot			\Default Work Unit\GameplayCombat\Player\Guns\PlayShoot	
	1495182018	WaterAmbiance			\Default Work Unit\Ambiance\WaterAmbiance	
	1602582936	PlayDualPistol			\Default Work Unit\GameplayCombat\Player\Guns\PlayDualPistol	
	1631291978	PlayRevolver			\Default Work Unit\GameplayCombat\Player\Guns\PlayRevolver	
	1654325552	PlayMinigun			\Default Work Unit\GameplayCombat\Player\Guns\PlayMinigun	
	1703458158	PlayAssaultRifle			\Default Work Unit\GameplayCombat\Player\Guns\PlayAssaultRifle	
	1760503306	PlayWipe			\Default Work Unit\GameplayCombat\Player\PlayWipe	
	1780443284	PlayOrbCollect			\Default Work Unit\GameplayCombat\Items\PlayOrbCollect	
	2052572755	PlayTestTone			\Default Work Unit\Utilities\PlayTestTone	
	2367080787	RainAmbiance			\Default Work Unit\Ambiance\RainAmbiance	
	2843279659	PlayRailgun			\Default Work Unit\GameplayCombat\Player\Guns\PlayRailgun	
	3035439363	PlayTorch			\Default Work Unit\GameplayCombat\Player\Guns\PlayTorch	
	3086540886	StopAll			\Default Work Unit\Utilities\StopAll	
	3210216424	PlayTakehowbigyourthinkthebulletisandlikedoubleit			\Default Work Unit\GameplayCombat\Player\Guns\PlayTakehowbigyourthinkthebulletisandlikedoubleit	
	3306053400	PlayButtonPress			\Default Work Unit\Menu\PlayButtonPress	
	3449696796	PlayAutoShotgun			\Default Work Unit\GameplayCombat\Player\Guns\PlayAutoShotgun	
	3530697091	PlayLightningRifle			\Default Work Unit\GameplayCombat\Player\Guns\PlayLightningRifle	
	3634591065	PlayTrenchgun			\Default Work Unit\GameplayCombat\Player\Guns\PlayTrenchgun	
	3837843530	PlayMenuClose			\Default Work Unit\Menu\PlayMenuClose	
	3903208307	PlayThunder			\Default Work Unit\Ambiance\PlayThunder	
	3928925152	PlaySpawn			\Default Work Unit\GameplayCombat\Player\PlaySpawn	
	4178281434	PlayDoubleBarrelShotgun			\Default Work Unit\GameplayCombat\Player\Guns\PlayDoubleBarrelShotgun	
	4187848682	PlaySniper			\Default Work Unit\GameplayCombat\Player\Guns\PlaySniper	

State Group	ID	Name			Wwise Object Path	Notes
	1049845630	PathStatus			\Default Work Unit\PathStatus	

State	ID	Name	State Group			Notes
	748895195	None	PathStatus			
	1897154419	OnPath	PathStatus			
	2351524905	OffPath	PathStatus			

Custom State	ID	Name	State Group	Owner		Notes
	73055628	OnPath	PathStatus	\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\WorldAmbiance\Lake\Amb_Lake Waves_2024-05-13 20_55_17		
	263445328	OffPath	PathStatus	\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\WorldAmbiance\Lake\Amb_Pathway Waves_2024-05-13 20_55_17		
	681484125	OnPath	PathStatus	\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\WorldAmbiance\Lake\Amb_Pathway Waves_2024-05-13 20_55_17		

Game Parameter	ID	Name			Wwise Object Path	Notes
	2647461264	HighPassFilter			\Default Work Unit\HighPassFilter	
	3439749059	SplatAmount			\Default Work Unit\SplatAmount	
	4231214299	RainAmount			\Default Work Unit\RainAmount	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	523538079	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\NailGun\NailgunSeq\Silence\Wwise Silence	
	556106805	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\Minigun\Minigun\Shell&Silence\Silence\Wwise Silence	
	774304852	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\NailGun\NailgunSeq\Nailgun\NailgunWhirl\Silence\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	400411533	OutOfAmmo	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\OutOfAmmo_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\GunOOAandReload\OutOfAmmo		171296
	403072202	Amb_Lot of Rain_2024-05-13 21_51_30	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Amb_Lot of Rain_2024-05-13 21_51_30_EDB1F658.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\WorldAmbiance\Rain\Amb_Lot of Rain_2024-05-13 21_51_30		19939892
	416321817	Bass Only	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Bass Only_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MusicManager\Bass Only\Bass Only		6300828
	444313976	Close Menu	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Close Menu_C952CEE8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Close Menu		155576
	470682631	EnemyDie1	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\EnemyDie1_6A1C84D9.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Enemies\Dead\EnemyDie1		190064
	495085106	Splats_01	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Splats_577B9026.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Splats\Splats_01		20984
	496341410	GunFire_01	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\GunFireBase_BBAD1204.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Shoot\GunFire_01		24820
	505056655	Minigun_1	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Minigun_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\Minigun\Minigun\Minigun_1		240564
	538056478	Amb_Little Rain_2024-05-13 21_51_30	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Amb_Little Rain_2024-05-13 21_51_30_35FEEAF2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\WorldAmbiance\Rain\Amb_Little Rain_2024-05-13 21_51_30		16959196
	563026468	OrbWhoosh	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\OrbWhoosh_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayItems\OrbCollect\OrbWhoosh		65536
	563564699	OrbSnap	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\OrbSnap_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayItems\OrbCollect\OrbSnap		48476
	568103617	PistolRicotchet_2	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\PistolRicotchet_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\Pistol\Pistol\Ricoctchet\PistolRicotchet_2		350244
	589169295	Nailgun_A	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Nailgun_A_17D75007.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\NailGun\NailgunSeq\Nailgun\NailgunWhirl\Nailgun_A		321792
	598105689	Deanne B_-Intro	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Deanne B.-Intro_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MusicManager\Deanne B_-Intro\Deanne B_-Intro		1843264
	602627737	Explosion_4	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Explosion_4_3AF9CDC9.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Die\Explosions\Explosion_4		346800
	605852712	Item Get	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Item Get_33C4700E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Item Get		407988
	641663119	Click	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Click_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Click		53356
	662568726	Thunder	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Thunder_6E8F1B53.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Thunder		1471012
	677067738	PistolRicotchet_3	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\PistolRicotchet_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\Pistol\Pistol\Ricoctchet\PistolRicotchet_3		347628
	679509094	PistolRicotchet_0	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\PistolRicotchet_0_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\Pistol\Pistol\Ricoctchet\PistolRicotchet_0		350244
	693364141	Spawn	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Spawn_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Spawn		1178656
	696228461	Zap_2	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Zap_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Zap\Zap_2		70560
	712233213	Splats_02	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Splats_625EF4F2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Splats\Splats_02		22000
	736708305	OrbCollect	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\OrbCollect_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayItems\OrbCollect\OrbCollect		55392
	764445160	Splats	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Splats_16477CB7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Splats\Splats		29248
	772507813	Fire_1	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Fire_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Fire\Fire_1		291280
	792472396	Explosion_0	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Explosion_0_C1D362B9.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Die\Explosions\Explosion_0		308788
	812118756	Open Menu	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Open Menu_C1FBCCBE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Open Menu		159552
	839005815	Explosion_1	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Explosion_1_2EB609F9.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Die\Explosions\Explosion_1		327284
	839353267	Explosion_3	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Explosion_3_B28FE775.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Die\Explosions\Explosion_3		302984
	860048034	Deanne B_-Main Loop	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Deanne B.-Main Loop_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MusicManager\Deanne B-Main Loop\Deanne B_-Main Loop		9216064
	885275509	Fire_2	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Fire_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Fire\Fire_2		281152
	890243623	Zap_1	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Zap_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Zap\Zap_1		70560
	895364418	Explosion_6	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Explosion_6_F6A9A3BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Die\Explosions\Explosion_6		359932
	897932015	Amb_Pathway Waves_2024-05-13 20_55_17	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Amb_Pathway Waves_2024-05-13 20_55_17_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\WorldAmbiance\Lake\Amb_Pathway Waves_2024-05-13 20_55_17		34736252
	906837049	Minigun_Shells	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Minigun_0_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\Minigun\Minigun\Shell&Silence\Minigun_Shells		261408
	915397359	GunFire_02	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\GunFireBase_DF0567C9.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Shoot\GunFire_02		36224
	940737890	Nailgun_B	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Nailgun_B_844F5EEC.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\NailGun\NailgunSeq\Nailgun\Nailgun_B		321792
	945210713	Splats_05	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Splats_4E63F28C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Splats\Splats_05		29848
	953260848	Railgun	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Railgun_533C4965.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\Railgun\Railgun		719452
	957858280	Fire_0	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\Fire_0_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Fire\Fire_0		289256
	1033818243	GunFire	Y:\Documents\GitHub\LochShock\Bullet Hell_WwiseProject\.cache\Windows\SFX\GunFireBase_D2642ADC.wem		\Actor-Mixer Hierarchy\Default Work Unit\GameplayCombat\Player\Guns\DEMOSOUNDS\Shoot\GunFire		23928

